ID,Total
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Diarrhea,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Dysentery,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Intestinal Worms,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Malaria,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Schistosomiasis,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_12_2023_Typhoid,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Cholera,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Diarrhea,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Dysentery,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Intestinal Worms,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Malaria,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Schistosomiasis,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_1_2023_Typhoid,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Cholera,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Diarrhea,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Dysentery,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Intestinal Worms,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Malaria,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Schistosomiasis,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_2_2023_Typhoid,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Cholera,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Diarrhea,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Dysentery,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Intestinal Worms,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Malaria,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Schistosomiasis,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_3_2023_Typhoid,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Cholera,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Diarrhea,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Dysentery,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Intestinal Worms,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Malaria,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Schistosomiasis,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_4_2023_Typhoid,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Cholera,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Diarrhea,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Dysentery,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Intestinal Worms,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Malaria,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Schistosomiasis,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_5_2023_Typhoid,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Cholera,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Diarrhea,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Dysentery,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Intestinal Worms,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Malaria,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Schistosomiasis,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_6_2023_Typhoid,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Cholera,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Diarrhea,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Dysentery,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Intestinal Worms,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Malaria,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Schistosomiasis,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_7_2023_Typhoid,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Cholera,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Diarrhea,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Dysentery,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Intestinal Worms,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Malaria,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Schistosomiasis,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_8_2023_Typhoid,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Cholera,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Diarrhea,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Dysentery,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Intestinal Worms,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Malaria,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Schistosomiasis,0
ID_02b8390e-f332-4ed5-9e24-9163f09ba478_9_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_10_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_10_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_10_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_10_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_10_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_10_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_10_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_11_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_11_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_11_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_11_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_11_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_11_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_11_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_12_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_12_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_12_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_12_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_12_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_12_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_12_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_1_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_1_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_1_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_1_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_1_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_1_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_1_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_2_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_2_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_2_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_2_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_2_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_2_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_2_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_3_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_3_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_3_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_3_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_3_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_3_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_3_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_4_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_4_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_4_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_4_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_4_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_4_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_4_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_5_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_5_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_5_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_5_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_5_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_5_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_5_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_6_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_6_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_6_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_6_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_6_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_6_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_6_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_7_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_7_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_7_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_7_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_7_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_7_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_7_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_8_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_8_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_8_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_8_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_8_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_8_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_8_2023_Typhoid,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_9_2023_Cholera,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_9_2023_Diarrhea,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_9_2023_Dysentery,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_9_2023_Intestinal Worms,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_9_2023_Malaria,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_9_2023_Schistosomiasis,0
ID_02f25962-4419-4e72-9402-3f6c513ec454_9_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_10_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_10_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_10_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_10_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_10_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_10_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_10_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_11_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_11_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_11_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_11_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_11_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_11_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_11_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_12_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_12_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_12_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_12_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_12_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_12_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_12_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_1_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_1_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_1_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_1_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_1_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_1_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_1_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_2_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_2_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_2_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_2_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_2_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_2_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_2_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_3_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_3_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_3_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_3_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_3_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_3_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_3_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_4_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_4_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_4_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_4_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_4_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_4_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_4_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_5_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_5_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_5_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_5_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_5_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_5_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_5_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_6_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_6_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_6_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_6_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_6_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_6_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_6_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_7_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_7_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_7_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_7_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_7_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_7_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_7_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_8_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_8_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_8_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_8_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_8_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_8_2023_Schistosomiasis,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_8_2023_Typhoid,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_9_2023_Cholera,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_9_2023_Diarrhea,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_9_2023_Dysentery,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_9_2023_Intestinal Worms,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_9_2023_Malaria,0
ID_030ee103-7194-452c-b0e6-58142de19bf6_9_2023_Schistosomiasis,0
