ID,Total,Location,Category_Health_Facility_UUID,Disease,Month,Year,Transformed_Latitude,Transformed_Longitude
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2022_Typhoid,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Typhoid,9,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,9,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,9,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,9,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2022_Schistosomiasis,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Schistosomiasis,9,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2022_Malaria,6,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,9,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,9,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,9,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,9,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2022_Intestinal Worms,4,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Intestinal Worms,9,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Dysentery,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Dysentery,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Typhoid,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Typhoid,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Schistosomiasis,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Schistosomiasis,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Malaria,10,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2022_Intestinal Worms,2,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Intestinal Worms,8,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Dysentery,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Dysentery,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Typhoid,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Typhoid,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Schistosomiasis,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Schistosomiasis,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2022_Intestinal Worms,7,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Intestinal Worms,7,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Dysentery,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Dysentery,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Typhoid,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Typhoid,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Schistosomiasis,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Schistosomiasis,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2022_Intestinal Worms,3,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Intestinal Worms,6,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Dysentery,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Dysentery,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Typhoid,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Typhoid,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Schistosomiasis,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Schistosomiasis,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2022_Intestinal Worms,3,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Intestinal Worms,5,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Dysentery,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Dysentery,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Typhoid,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Typhoid,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Schistosomiasis,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Schistosomiasis,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2022_Intestinal Worms,3,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Intestinal Worms,4,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Dysentery,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Dysentery,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Typhoid,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Typhoid,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Schistosomiasis,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Schistosomiasis,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Malaria,22,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Malaria,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Malaria,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2022_Intestinal Worms,10,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Intestinal Worms,3,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_2_2022_Dysentery,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Dysentery,2,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_2_2022_Typhoid,6,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Typhoid,2,2022,-8.62982,68.23267
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_2_2022_Diarrhea,0,ID_3a11929e-3317-476d-99f7-1bd9fb58f018,a9280aca-c872-46f5-ada7-4a7cc31cf6ec,Diarrhea,2,2022,-8.62982,68.23267
